date_key,date,year,quarter,month,month_name,week,day,day_of_week,is_weekend,is_holiday,fiscal_quarter,fiscal_period
1041,2024-11-06,2024,4,11,November,45,6,Wednesday,False,False,4,2024-Q4
1042,2024-11-07,2024,4,11,November,45,7,Thursday,False,False,4,2024-Q4
1043,2024-11-08,2024,4,11,November,45,8,Friday,False,False,4,2024-Q4
1044,2024-11-09,2024,4,11,November,45,9,Saturday,True,False,4,2024-Q4
1045,2024-11-10,2024,4,11,November,45,10,Sunday,True,False,4,2024-Q4
1046,2024-11-11,2024,4,11,November,46,11,Monday,False,False,4,2024-Q4
1047,2024-11-12,2024,4,11,November,46,12,Tuesday,False,False,4,2024-Q4
1048,2024-11-13,2024,4,11,November,46,13,Wednesday,False,False,4,2024-Q4
1049,2024-11-14,2024,4,11,November,46,14,Thursday,False,False,4,2024-Q4
1050,2024-11-15,2024,4,11,November,46,15,Friday,False,False,4,2024-Q4
1051,2024-11-16,2024,4,11,November,46,16,Saturday,True,False,4,2024-Q4
1052,2024-11-17,2024,4,11,November,46,17,Sunday,True,False,4,2024-Q4
1053,2024-11-18,2024,4,11,November,47,18,Monday,False,False,4,2024-Q4
1054,2024-11-19,2024,4,11,November,47,19,Tuesday,False,False,4,2024-Q4
1055,2024-11-20,2024,4,11,November,47,20,Wednesday,False,False,4,2024-Q4
1056,2024-11-21,2024,4,11,November,47,21,Thursday,False,False,4,2024-Q4
1057,2024-11-22,2024,4,11,November,47,22,Friday,False,False,4,2024-Q4
1058,2024-11-23,2024,4,11,November,47,23,Saturday,True,False,4,2024-Q4
1059,2024-11-24,2024,4,11,November,47,24,Sunday,True,False,4,2024-Q4
1060,2024-11-25,2024,4,11,November,48,25,Monday,False,False,4,2024-Q4
1061,2024-11-26,2024,4,11,November,48,26,Tuesday,False,False,4,2024-Q4
1062,2024-11-27,2024,4,11,November,48,27,Wednesday,False,False,4,2024-Q4
1063,2024-11-28,2024,4,11,November,48,28,Thursday,False,False,4,2024-Q4
1064,2024-11-29,2024,4,11,November,48,29,Friday,False,False,4,2024-Q4
1065,2024-11-30,2024,4,11,November,48,30,Saturday,True,False,4,2024-Q4
1066,2024-12-01,2024,4,12,December,48,1,Sunday,True,False,4,2024-Q4
1067,2024-12-02,2024,4,12,December,49,2,Monday,False,False,4,2024-Q4
1068,2024-12-03,2024,4,12,December,49,3,Tuesday,False,False,4,2024-Q4
1069,2024-12-04,2024,4,12,December,49,4,Wednesday,False,False,4,2024-Q4
1070,2024-12-05,2024,4,12,December,49,5,Thursday,False,False,4,2024-Q4
1071,2024-12-06,2024,4,12,December,49,6,Friday,False,False,4,2024-Q4
1072,2024-12-07,2024,4,12,December,49,7,Saturday,True,False,4,2024-Q4
1073,2024-12-08,2024,4,12,December,49,8,Sunday,True,False,4,2024-Q4
1074,2024-12-09,2024,4,12,December,50,9,Monday,False,False,4,2024-Q4
1075,2024-12-10,2024,4,12,December,50,10,Tuesday,False,False,4,2024-Q4
1076,2024-12-11,2024,4,12,December,50,11,Wednesday,False,False,4,2024-Q4
1077,2024-12-12,2024,4,12,December,50,12,Thursday,False,False,4,2024-Q4
1078,2024-12-13,2024,4,12,December,50,13,Friday,False,False,4,2024-Q4
1079,2024-12-14,2024,4,12,December,50,14,Saturday,True,False,4,2024-Q4
1080,2024-12-15,2024,4,12,December,50,15,Sunday,True,False,4,2024-Q4
1081,2024-12-16,2024,4,12,December,51,16,Monday,False,False,4,2024-Q4
1082,2024-12-17,2024,4,12,December,51,17,Tuesday,False,False,4,2024-Q4
1083,2024-12-18,2024,4,12,December,51,18,Wednesday,False,False,4,2024-Q4
1084,2024-12-19,2024,4,12,December,51,19,Thursday,False,False,4,2024-Q4
1085,2024-12-20,2024,4,12,December,51,20,Friday,False,False,4,2024-Q4
1086,2024-12-21,2024,4,12,December,51,21,Saturday,True,False,4,2024-Q4
1087,2024-12-22,2024,4,12,December,51,22,Sunday,True,False,4,2024-Q4
1088,2024-12-23,2024,4,12,December,52,23,Monday,False,False,4,2024-Q4
1089,2024-12-24,2024,4,12,December,52,24,Tuesday,False,False,4,2024-Q4
1090,2024-12-25,2024,4,12,December,52,25,Wednesday,False,True,4,2024-Q4
1091,2024-12-26,2024,4,12,December,52,26,Thursday,False,False,4,2024-Q4
1092,2024-12-27,2024,4,12,December,52,27,Friday,False,False,4,2024-Q4
1093,2024-12-28,2024,4,12,December,52,28,Saturday,True,False,4,2024-Q4
1094,2024-12-29,2024,4,12,December,52,29,Sunday,True,False,4,2024-Q4
1095,2024-12-30,2024,4,12,December,1,30,Monday,False,False,4,2024-Q4
1096,2024-12-31,2024,4,12,December,1,31,Tuesday,False,False,4,2024-Q4
1097,2025-01-01,2025,1,1,January,1,1,Wednesday,False,True,1,2025-Q1
1098,2025-01-02,2025,1,1,January,1,2,Thursday,False,False,1,2025-Q1
1099,2025-01-03,2025,1,1,January,1,3,Friday,False,False,1,2025-Q1
1100,2025-01-04,2025,1,1,January,1,4,Saturday,True,False,1,2025-Q1
1101,2025-01-05,2025,1,1,January,1,5,Sunday,True,False,1,2025-Q1
1102,2025-01-06,2025,1,1,January,2,6,Monday,False,False,1,2025-Q1
1103,2025-01-07,2025,1,1,January,2,7,Tuesday,False,False,1,2025-Q1
1104,2025-01-08,2025,1,1,January,2,8,Wednesday,False,False,1,2025-Q1
1105,2025-01-09,2025,1,1,January,2,9,Thursday,False,False,1,2025-Q1
1106,2025-01-10,2025,1,1,January,2,10,Friday,False,False,1,2025-Q1
1107,2025-01-11,2025,1,1,January,2,11,Saturday,True,False,1,2025-Q1
1108,2025-01-12,2025,1,1,January,2,12,Sunday,True,False,1,2025-Q1
1109,2025-01-13,2025,1,1,January,3,13,Monday,False,False,1,2025-Q1
1110,2025-01-14,2025,1,1,January,3,14,Tuesday,False,False,1,2025-Q1
1111,2025-01-15,2025,1,1,January,3,15,Wednesday,False,False,1,2025-Q1
1112,2025-01-16,2025,1,1,January,3,16,Thursday,False,False,1,2025-Q1
1113,2025-01-17,2025,1,1,January,3,17,Friday,False,False,1,2025-Q1
1114,2025-01-18,2025,1,1,January,3,18,Saturday,True,False,1,2025-Q1
